Designator,Mid X,Mid Y,Rotation,Layer
BRD1,89.69,-62.0,0.0,top
BT1,90.015,-74.5,0.0,bottom
C1,106.0,-68.0,270.0,top
C2,113.5,-68.0,270.0,top
R1,109.46,-71.5,180.0,top
R2,109.46,-75.0,180.0,top
SW1,109.25,-82.75,270.0,top
U1,125.0,-70.0,0.0,top
U2,110.0,-68.0,0.0,top
